Question,UserID,Reason,VerbalCode1,Code1,CodeFamily1,VerbalCode2,Code2,CodeFamily2,Assess,Status,Correct,STimeViewed,SFix,SRevisits,KTimeViewed,KFix,KRevisits,PTimeViewed,PFix,PRevisits,Gender,Birth_Year,Ethnicity,ParentEduc,STVSQRT,KTVSQRT,PTVSQRT,KFixSQRT,SFixSQRT,PFixSQRT,SRevisitsSQRT,KRevisitsSQRT,PRevisitsSQRT,MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,SMDS1,SMDS2,SMDS3,Attention_Check,SMDS4,SMDS5,SMDS6,SMDS7,SMDS8,SMDS9,SMDS10,SMDS11,SMDS12,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7
7,9,"""This seems like it's dishonest. There's not a lot of information in here. It's just talking about how the drug is supposed to save you, but it doesn't talk about how.""",unsubstantiated claims,54,10, , , ,1,1,1,3.219,11,3,2.12,11,13,1.478,10,8,1,10,1,4,1.79,1.46,1.22,3.32,3.32,3.16,1.73,3.61,2.83,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
8,9,"""This seems honest to me. Once again, it's the official site and they post a link to another official site. Usually .gov or .edu sites are, like, fact checked to be reliable information.""",reliable article,2,1,links,16,4,2,2,1,3.386,11.286,16,4.239,14.129,15,4.913,16.377,25,1,10,1,4,1.84,2.06,2.22,3.76,3.36,4.05,4,3.87,5,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
9,9,"""This seems honest to me. She's kind of pushing her opinion, but that's-- once again, that's her opinion. So, it could be fact or not.""",looks possible/promising,29,6, , , ,2,1,2,2.973,8,3,5.834,25,6,5.39,18,9,1,10,1,4,1.72,2.42,2.32,5,2.83,4.24,1.73,2.45,3,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
10,9,"""This seems like it's sort of dishonest. It's just kind of pushing the product and telling you what it's supposed to do, but, like it says """"results may vary"""" so that could just be one person's effect.""",false post is biased ad,33,7, , , ,1,1,1,0.624,13.37,47,3.746,2.645,13,1.067,4.896,18,1,10,1,4,0.79,1.94,1.03,1.63,3.66,2.21,6.86,3.61,4.24,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
11,9,"""Same with this ad. They tell you what the pill is supposed to do and what it's marketed for, but if it actually does that is a different story. They're just trying to get you to sign up. So, this looks like it would be dishonest.""",false post is biased ad,33,7, , , ,1,1,1,3.103,11,5,3.565,16,8,2.054,14,9,1,10,1,4,1.76,1.89,1.43,4,3.32,3.74,2.24,2.83,3,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
12,9,"""This is a really short post. It seems like it would probably be honest. It's just saying that Ben Carson said something. So, it's not saying whether or not it's true or not, so I think that's an honest post.""",reliable article,2,1, , , ,2,1,2,1.134,13,13,17.777,69,22,3.434,13,5,1,10,1,4,1.06,4.22,1.85,8.31,3.61,3.61,3.61,4.69,2.24,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
13,9,I couldn't decide on the last one.,cannot decide,12,3, , , ,0,2,2,0.689,3,2,2.958,10,4,3.3,13,4,1,10,1,4,0.83,1.72,1.82,3.16,1.73,3.61,1.41,2,2,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
14,9,This seems like an honest post. He sources some other information in that post to kind of back up what he's saying.,links,16,4, , , ,2,2,1,7.706,33,18,13,50,13,0.46,2,1,1,10,1,4,2.78,3.61,0.68,7.07,5.74,1.41,4.24,3.61,1,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
15,9,"""This post seems dishonest to me. It doesn't have any real information in it. It's just somebody saying that hospitals get paid for each death of Covid, but there's no information to back that up. No links to anything.""",unsubstantiated claims,54,10, , , ,1,1,1,9.925,51,29,5.52,27,15,0.525,5,2,1,10,1,4,3.15,2.35,0.72,5.2,7.14,2.24,5.39,3.87,1.41,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
16,9,This also seems like an honest post to me. It's just telling you not to do something and that you should check with someone else on other alternatives. So the post seems honest in itself.,reliable article,2,1, , , ,2,2,1,3.121,12,9,13.191,50,20,6.521,26,5,1,10,1,4,1.77,3.63,2.55,7.07,3.46,5.1,3,4.47,2.24,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
17,9,"""The post at first glance, I guess, seems honest. He kind of gives a whole description of the situation and a picture while there's no link, so the information might not be true, but it looks like it could be.""",looks possible/promising,29,6, , , ,2,1,2,5.734,28,22,6.717,32,17,2.974,12,5,1,10,1,4,2.39,2.59,1.72,5.66,5.29,3.46,4.69,4.12,2.24,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
18,9,"""That looks like it might be slightly dishonest. It does provide a link to another page, but it puts out a pretty large claim. And, I think she's just using what's in the article to help what she's saying.""",unsubstantiated claims,54,10, , , ,1,2,2,5.255,19,14,9.3,33,10,6.195,22,4,1,10,1,4,2.29,3.05,2.49,5.74,4.36,4.69,3.74,3.16,2,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
19,9,"""This seems kind of honest and dishonest. It had information on there, but it leaves out a lot of important information as well.""",cannot decide,12,3, , , ,0,1,2,7.787,27,14,5.816,20,5,2.628,13,7,1,10,1,4,2.79,2.41,1.62,4.47,5.2,3.61,3.74,2.24,2.65,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
20,9,"""This seems like an honest post. It's from an educational institution, so they generally work to put out actual information, but they also linked their own page, so it's just what they've found. So it would be honest, in their opinion.""",reliable/credible source,5,2, , , ,2,2,1,7.837,38,28,7.789,42,34,4.667,17,8,1,10,1,4,2.8,2.79,2.16,6.48,6.16,4.12,5.29,5.83,2.83,4,4,2,3,4,2,4,4,2,3,2,4,4,3,3,2,4,4,4,3,5,1,5,5,5,3,5,4,7,6,5
1,10,"""I'm going to say this post is dishonest. She's very direct and there's no, kind of, evidence to her claim. She's just saying something. Generally you would kind of have a source that you are referencing. I would say it's dishonest. That's my personal opinion.""",unsubstantiated claims,54,10, , , ,1,1,1,0,0,0,12.763,45,17,1.677,9,5,1,10,1,6,0,3.57,1.29,6.71,0,3,0,4.12,2.24,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
2,10,"""Coming from the FDA I would say this is an honest post. It may not be accurate, but at least it's honest. They have fact backed evidence to that.""",FDA,7,2, , , ,2,2,1,1.659,9,6,5.158,25,27,2.268,14,10,1,10,1,6,1.29,2.27,1.51,5,3,3.74,2.45,5.2,3.16,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
3,10,"""OK, I would say it's an honest post if she did that. I'm not too knowledgeable, but I would believe this source.""",reliable/credible source,5,2, , , ,2,1,2,15.771,58,22,2.793,12,9,3.385,16,10,1,10,1,6,3.97,1.67,1.84,3.46,7.62,4,4.69,3,3.16,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
4,10,"""OK, so an at home remedy. I wouldn't believe it until I tried it that's kind of my thing on that. It could be honest, could be dishonest.""",claims can be proven,26,5, , , ,1,1,1,13.144,46,10,0.575,4,3,3.467,16,8,1,10,1,6,3.63,0.76,1.86,2,6.78,4,3.16,1.73,2.83,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
5,10,"""Yeah, no evidence. This person is a doctor, but still I don't know anything about him. I probably wouldn't believe what they're saying.""",unsubstantiated claims,54,10, , , ,1,1,1,7.671,31,20,4.074,23,13,0.214,1,0,1,10,1,6,2.77,2.02,0.46,4.8,5.57,1,4.47,3.61,0,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
6,10,"""FDA post. I would say that's an honest post. They could get in a lot of trouble for throwing something out there that's absolutely not true or backed. So, that would be honest.""",FDA,7,2, , , ,2,2,1,2.892,14,12,0.312,4,2,1.806,12,10,1,10,1,6,1.7,0.56,1.34,2,3.74,3.46,3.46,1.41,3.16,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
7,10,"""I've heard quite bit about Ivermectin, but there's still not a ton of evidence that it actually helps you. So, I don't know. This could go either way. I think it's up to personal preference on that.""",cannot decide,12,3, , , ,0,1,2,4.238,18,14,4.042,20,15,0.558,9,9,1,10,1,6,2.06,2.01,0.75,4.47,4.24,3,3.74,3.87,3,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
8,10,"""Yeah, I've heard yeah. That's an honest post, because Ivermectin is used for horses. Nothing wrong with that one.""",familiarity,15,4, , , ,2,2,1,4.783,15.942,16,3.336,11.12,16,6.177,20.59,23,1,10,1,6,2.19,1.83,2.49,3.33,3.99,4.54,4,4,4.8,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
9,10,"""This could be honest. Again, I'm not familiar with chlorine dioxide, but""",looks possible/promising,29,6, , , ,2,1,2,1.921,5,3,5.389,23,9,5.044,21,9,1,10,1,6,1.39,2.32,2.25,4.8,2.24,4.58,1.73,3,3,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
10,10,Any ad that says all of this stuff I usually don't think it's true. So I'm going to say this is dishonest because they can say whatever they want. Or at least not all of it is true.,false post is biased ad,33,7, , , ,1,1,1,0,11.71,42,0.871,3.073,12,9.217,1.199,5,1,10,1,6,0,0.93,3.04,1.75,3.42,1.09,6.48,3.46,2.24,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
11,10,"""Very dishonest. Too many of these out there. Mostly it's just vitamins-- zinc, magnesium that you can get just by eating the right foods. I think, again, propaganda. They can put whatever they want on there.""",false post is biased ad,33,7, , , ,1,1,1,1.281,6,4,0.985,6,5,3.319,12,8,1,10,1,6,1.13,0.99,1.82,2.45,2.45,3.46,2,2.24,2.83,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
12,10,"""Ben Carson is really, really smart. I don't think it's-- it's not-- he doesn't have any evidence. I haven't read into it, but I would say it would definitely catch my interest, but I wouldn't necessarily believe it.""",unsubstantiated claims,54,10, , , ,1,1,1,3.975,27,21,13.817,60,26,0.197,1,0,1,10,1,6,1.99,3.72,0.44,7.75,5.2,1,4.58,5.1,0,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
13,10,"""Yeah, this is an honest post. Nyquil is a pretty well recognized brand. I would believe this.""",familiarity,15,4, , , ,2,2,1,0.28,3,2,3.071,16,13,1.085,5,1,1,10,1,6,0.53,1.75,1.04,4,1.73,2.24,1.41,3.61,1,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
14,10,"""Yeah, I would say it's honest. He's referencing a .gov site, CDC. I believe it.""",CDC,6,2, , , ,2,2,1,4.516,19,9,16.446,59,15,0.345,1,0,1,10,1,6,2.13,4.06,0.59,7.68,4.36,1,3,3.87,0,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
15,10,"""Dishonest. They're just talking. I don't think they know what they're talking about. Punctuation is bad, everything's bad about this one.""",unsubstantiated claims,54,10,false post unprofessional,60,10,1,1,1,5.995,25,12,6.505,29,19,0.263,2,1,1,10,1,6,2.45,2.55,0.51,5.39,5,1.41,3.46,4.36,1,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
16,10,"""Yeah, this is an honest post. I think any verified health account is probably-- probably knows what they're talking about to an extent.""",verified,17,4, , , ,2,2,1,4.665,22,18,7.819,29,21,2.284,10,3,1,10,1,6,2.16,2.8,1.51,5.39,4.69,3.16,4.24,4.58,1.73,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
17,10,"""I wouldn't think this is honest. Again, it's somebody saying something. There's no link to a website or any article or anything. There's a picture, but who knows what actually happened there.""",unsubstantiated claims,54,10, , , ,1,1,1,5.355,30,23,3.071,20,19,1.446,8,3,1,10,1,6,2.31,1.75,1.2,4.47,5.48,2.83,4.8,4.36,1.73,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
18,10,"""Yeah, I think this is honest. She's got some stats. A link to the FDA, yeah. Honest.""",FDA,7,2, , , ,2,2,1,10.088,41,30,4.831,27,22,4.649,17,4,1,10,1,6,3.18,2.2,2.16,5.2,6.4,4.12,5.48,4.69,2,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
19,10,"""This one is honest. They kind of explain how it works. I'd have to read a little more into it, but this definitely looks more credible than most things.""",looks possible/promising,29,6, , , ,2,1,2,3.582,16,9,13.651,41,12,0.214,2,0,1,10,1,6,1.89,3.69,0.46,6.4,4,1.41,3,3.46,0,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
20,10,"""Harvard I would say Harvard is going to post something honest, just given that it's Harvard. They have quite a bit of research""",Harvard,8,2, , , ,2,2,1,9.183,51,44,4.355,23,19,0.919,9,9,1,10,1,6,3.03,2.09,0.96,4.8,7.14,3,6.63,4.36,3,4,3,3,2,4,2,2,3,1,4,2,4,4,2,3,3,4,5,5,2,5,3,5,5,9,6,5,6,7,7,5
1,11,"""I would say this one is dishonest because I have seen a lot of studies from actual doctors that go against saying this kind of misinformation, where you're just appealing to people that think vaccines don't work. So, yeah, I don't think this is true.""",unsubstantiated claims,54,10, , , ,1,1,1,5.175,19,11,4.007,18,10,10.134,38,19,1,13,1,6,2.27,2,3.18,4.24,4.36,6.16,3.32,3.16,4.36,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
2,11,I would say this is true because the FDA conducts a lot of studies on vaccines and I would think that they would have done the research to determine if these things would work because people have been saying they'd work and if they say it doesn't work then I would trust them with that.,FDA,7,2,claims can be proven,26,5,2,2,1,6.392,23,19,2.792,23,19,2.431,11,5,1,13,1,6,2.53,1.67,1.56,4.8,4.8,3.32,4.36,4.36,2.24,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
3,11,"""I would not say that this is trustworthy because this kind of looks like a headline grab from, like, the magazines that you'd see at like the grocery store with big print, and, just trying to get you to click on it. But, I would kind of just dismiss this.""",false post has no credentials,63,10, , , ,1,1,1,14.262,50,12,2.152,11,8,7.474,30,15,1,13,1,6,3.78,1.47,2.73,3.32,7.07,5.48,3.46,2.83,3.87,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
4,11,"""I wouldn't necessary do this, just based on this recipe, just because it's just written on paper by-- it's hard to even tell who the source is for this. So, it could work, but I probably wouldn't put that in my body. Since it's just like an alcoholic drink, I wouldn't think it would help with the common cold.""",false post is cocktail,34,7,false post has no credentials,63,10,1,1,1,8.854,30,5,0.591,4,5,6.897,24,8,1,13,1,6,2.98,0.77,2.63,2,5.48,4.9,2.24,2.24,2.83,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
5,11,"""I would not think this is super trustworthy, just because I don't think a lot of that stuff is what they treat Covid-19 with. So, I'd-- I don't know exactly what they treat you with, but I wouldn't think that is true.""",obvious falsehood,56,10, , , ,1,1,1,2.202,8,2,11.486,48,14,0.574,4,2,1,13,1,6,1.48,3.39,0.76,6.93,2.83,2,1.41,3.74,1.41,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
6,11,"""I would think this is true, again, from the FDA and they're trying to get people to not put things in their body to fight against Covid that they haven't deemed healthy for people because they don't-- the FDA doesn't people to die from it. So, I would think this is trustworthy.""",FDA,7,2, , , ,2,2,1,1.052,5,4,6.784,33,24,5.11,23,12,1,13,1,6,1.03,2.6,2.26,5.74,2.24,4.8,2,4.9,3.46,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
7,11,"""I wouldn't say this is trustworthy, just because it doesn't say a source anywhere. So, it's listing this stuff, but there's-- it's saying that it's been used for 40 years by doctors, but it doesn't I can't see who wrote it. So, I could have just wrote this on like a Word document. So, I wouldn't trust this.""",unsubstantiated claims,54,10,false post from random person,59,10,1,1,1,2.382,11,9,1.298,9,7,1.889,6,6,1,13,1,6,1.54,1.14,1.37,3,3.32,2.45,3,2.65,2.45,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
8,11,"""The headline is kind of weird, since it's like a serious issue, but it's from the FDA, again. I think they're trying to make a point that you very clearly know that you're not an animal, so why would you inject yourself with something that's used for animals. So, I would trust this, again, from the FDA.""",FDA,7,2, , , ,2,2,1,1.872,6.242,8,1.494,4.981,7,15.755,52.516,45,1,13,1,6,1.37,1.22,3.97,2.23,2.5,7.25,2.83,2.65,6.71,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
9,11,"""I'm not sure that I would trust this without reading more about it, just because I've never heard of using CD to treat stuff. So, I wouldn't want to do it, unless I knew more about it.""",unsubstantiated claims,54,10, , , ,1,1,1,1.857,5,1,6.539,31,14,4.058,20,13,1,13,1,6,1.36,2.56,2.01,5.57,2.24,4.47,1,3.74,3.61,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
10,11,"""This looks like an ad from the company, rather than like impartial person giving a review of it. So probably wouldn't trust it without looking at some of the downsides of it, because it's very clearly only saying what the positives are. So, I'd probably want to know more about it.""",false post is biased ad,33,7, , , ,1,1,1,0.049,12.633,38,6.144,3.631,13,5.257,2.923,10,1,13,1,6,0.22,2.48,2.29,1.91,3.55,1.71,6.16,3.61,3.16,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
11,11,"""I would not trust this because I've seen like a-- I don't think that one bottle is going to make you look like that. I also think that whenever they're sending you something-- Extreme Nitro, the name, I mean I don't I wouldn't trust it. Yeah, this type of bottle that's supposed increase your results like this rarely is trustworthy. So, I would not trust this.""",false post is biased ad,33,7, , , ,1,1,1,5.75,18,7,1.659,8,5,4.141,17,7,1,13,1,6,2.4,1.29,2.03,2.83,4.24,4.12,2.65,2.24,2.65,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
12,11,"""I know Ben Carson's a doctor, so in general I would tend to listen to what he has to say about medical-related stuff, but in this case I don't-- I don't think the Covid vaccine is a giant experiment. They did like a lot of clinical test trials, so I think that they've done all of the stuff necessary to make it safe for kids.""",unsubstantiated claims,54,10, , , ,1,1,1,2.037,12,9,3.237,17,7,7.246,29,14,1,13,1,6,1.43,1.8,2.69,4.12,3.46,5.39,3,2.65,3.74,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
13,11,"""This seems relatively trustworthy. I think that's most people know that's pretty much what Nyquil does is that you're supposed to take it at night and then it can make you kind of drowsy. So, I don't think there's it's from a doctor. I don't know that there's a lot wrong with it.""",familiarity,15,4, , , ,2,2,1,1.166,3,1,4.386,22,9,4.09,15,5,1,13,1,6,1.08,2.09,2.02,4.69,1.73,3.87,1,3,2.24,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
14,11,"""I think this is just a kind of a random tweet, so I would have to look at the website. The attachment looks like it's from CDC government. I think in general you vaccine your kids against other stuff, like measles or polo and stuff like that. So, I think his point is true, that you shouldn't endanger babies.""",claims can be proven,26,5,CDC,6,2,2,2,1,2.12,13,8,9.709,42,14,0.69,2,1,1,13,1,6,1.46,3.12,0.83,6.48,3.61,1.41,2.83,3.74,1,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
15,11,"""I would not trust this because there's no way hospitals are getting paid, like they want to save people. They don't want people to die, so they're not getting paid. If you're at home you don't automatically survive Covid because a lot of people have died, people I know have died at home from Covid, so""",obvious falsehood,56,10,familiarity,15,4,1,1,1,5.455,25,14,8.788,34,14,0.131,2,1,1,13,1,6,2.34,2.96,0.36,5.83,5,1.41,3.74,3.74,1,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
16,11,"""I think this is it's hard to tell exactly from what this website is, but I see the message from the CDC and I think the general message of getting vaccinated against Covid or the flu is the best way to do it and that you shouldn't be taking antibiotics without, like, a doctor telling you to do it.""",antibiotics for bacteria,22,5,CDC,6,2,2,2,1,1.133,7,5,3.531,23,14,5.52,22,6,1,13,1,6,1.06,1.88,2.35,4.8,2.65,4.69,2.24,3.74,2.45,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
17,11,"""It's hard to tell from this person they're not verified and it's hard to tell exactly who these people are or if this picture is even from that. So, I'm not sure that I would trust this without further research.""",false post looks fake,37,7, , , ,1,1,1,2.579,12,7,1.036,8,7,5.505,24,7,1,13,1,6,1.61,1.02,2.35,2.83,3.46,4.9,2.65,2.65,2.65,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
18,11,I don't believe you can take a drug like that & start losing weight immediately,false post too good to be true,38,7, , , ,1,2,2,0.492,3,2,1.281,6,4,4.517,9,4,1,13,1,6,0.7,1.13,2.13,2.45,1.73,3,1.41,2,2,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
19,11,"""This one, in specific, I haven't read the whole thing, but I would say that I wouldn't necessarily trust this. This looks like the type of thing that the company puts out with people smiling so that you think it's-- it only lists the benefits, it doesn't list the downsides of it. So, I would have to look at what, like, the side effects are and stuff like that before I'd trust it from just that company.""",unsubstantiated claims,54,10,false post is biased ad,33,7,1,1,1,1.249,8,5,2.481,14,7,1.019,5,3,1,13,1,6,1.12,1.58,1.01,3.74,2.83,2.24,2.24,2.65,1.73,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
20,11,"""It was from Harvard Public Health, so I would think for the most part it would be-- I would have to read the article, but I would think in general it's probably trustworthy because Harvard is obviously a prestigious university and I don't think they would be able to publish anything that hadn't been, like, peer-reviewed and researched.""",Harvard,8,2, , , ,2,2,1,0,0,0,0.493,3,1,0.525,4,2,1,13,1,6,0,0.7,0.72,1.73,0,2,0,1,1.41,4,4,2,2,4,2,2,3,2,2,2,2,4,2,3,2,5,3,5,4,5,2,4,4,7,6,6,3,6,4,3
1,12,"""I'm going to say this is true. White House correspondent, that's a pretty credible source. Yeah, I'm going to say that's true.""",reliable/credible source,5,2, , , ,2,1,2,6.39,22,8,7.492,31,14,5.602,21,13,1,12,1,5,2.53,2.74,2.37,5.57,4.69,4.58,2.83,3.74,3.61,4,4,2,3,3,1,3,4,1,3,1,4,3,3,3,4,3,3,3,4,4,2,5,5,7,4,6,5,7,4,5
2,12,"""I'm also going to say this one is true. The FDA, they're a verified account. You can see that checkmark. They also have like a government website to, like, back their findings. So, yeah. I'm going to say that one is true as well.""",FDA,7,2,verified,17,4,2,2,1,3.087,15,14,6.194,24,20,4.651,20,8,1,12,1,5,1.76,2.49,2.16,4.9,3.87,4.47,3.74,4.47,2.83,4,4,2,3,3,1,3,4,1,3,1,4,3,3,3,4,3,3,3,4,4,2,5,5,7,4,6,5,7,4,5
3,12,"""I'm going to say this one is false. I mean they could of-- who knows where they got that fasting information. Same with the pictures, they could have just I don't really know that those pictures are, like, credible for, like, the fasting or not. And just, like, not a verified account. It could be any, like, fan account. So, I'm just going to false for that one.""",false post has no credentials,63,10, , , ,1,1,1,10.023,35,14,1.249,6,3,11.613,45,10,1,12,1,5,3.17,1.12,3.41,2.45,5.92,6.71,3.74,1.73,3.16,4,4,2,3,3,1,3,4,1,3,1,4,3,3,3,4,3,3,3,4,4,2,5,5,7,4,6,5,7,4,5
4,12,"""I'm going to say it's true. You've got a prescription form. That's you know, that's from a real doctor in Florida, you can tell. Oh, but yeah, I'm going to say it's true. Actually, I take that back. That's false, that's like alcohol, like Cointreau and brandy. So that's false.""",false post is cocktail,34,7, , , ,1,1,1,10.827,35,13,0,0,0,11.056,35,11,1,12,1,5,3.29,0,3.33,0,5.92,5.92,3.61,0,3.32,4,4,2,3,3,1,3,4,1,3,1,4,3,3,3,4,3,3,3,4,4,2,5,5,7,4,6,5,7,4,5
5,12,"""I'm going to say it's true. She's a doct-- uh yeah, she's a doctor. And then I guess she has, like, her, you know, data to find out what those different drugs or like whatever those are, blood thinners. So, I'm going to say that's true.""",doctor,9,2, , , ,2,1,2,3.713,19,15,4.845,19,6,0,1,0,1,12,1,5,1.93,2.2,0,4.36,4.36,1,3.87,2.45,0,4,4,2,3,3,1,3,4,1,3,1,4,3,3,3,4,3,3,3,4,4,2,5,5,7,4,6,5,7,4,5
